crop,disease,image_location,description,treatment
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/323.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/324.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/325.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/326.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/327.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/328.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/329.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/330.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/331.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/332.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/333.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/334.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/335.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/336.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/337.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/338.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/339.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/340.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/341.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/342.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/343.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/344.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/345.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/346.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/347.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/348.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/349.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/350.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/351.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/352.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/353.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/354.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/355.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/356.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/357.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/358.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/359.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/360.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/361.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/362.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/363.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/364.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/365.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/366.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/367.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/368.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/369.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/370.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/371.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/372.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/373.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/374.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/375.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/376.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/377.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/378.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/379.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/380.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/381.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/382.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/383.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/384.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/385.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/386.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/387.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/388.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/389.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/390.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/391.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/392.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/393.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/394.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/395.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/396.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/397.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/398.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/399.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/400.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/401.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/402.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/403.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/404.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/405.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/406.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/407.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/408.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
